"subject","predicate","object"
"https://w3id.org/winecatalogue#Manchuela","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Manchuela_DO"
"https://w3id.org/winecatalogue#Valdepeñas","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.7667"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Terra_Alta","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Terra_Alta_(DO)"
"https://w3id.org/winecatalogue#Rueda","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.9571"
"https://w3id.org/winecatalogue#Alella","https://w3id.org/winecatalogue#hasName","Alella DO"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://www.w3.org/2003/01/geo/wgs84_pos#long","-6.35694"
"https://w3id.org/winecatalogue#Arribes","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Arribes_(wine)"
"https://w3id.org/winecatalogue#Manchuela","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Valdepeñas","http://dbpedia.org/property/officialName","D.O.P Valdepeñas"
"https://w3id.org/winecatalogue#Penedès","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.2933"
"https://w3id.org/winecatalogue#Pla_de_Bages","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Pla_de_Bages"
"https://w3id.org/winecatalogue#Valle_de_Güímar","http://dbpedia.org/property/year","1996"
"https://w3id.org/winecatalogue#Montilla___Moriles","https://w3id.org/winecatalogue#hasName","Montilla - Moriles DOP"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#El_Hierro","https://w3id.org/winecatalogue#wineries","9"
"https://w3id.org/winecatalogue#Tarragona","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.25"
"https://w3id.org/winecatalogue#Granada","http://www.w3.org/2003/01/geo/wgs84_pos#long","-3.60056"
"https://w3id.org/winecatalogue#Alella","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Alella_(DO)"
"https://w3id.org/winecatalogue#Ribeiro","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","https://w3id.org/winecatalogue#hasName","Ribera del Guadiana DO"
"https://w3id.org/winecatalogue#Pla_i_Llevant","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Pla_i_Llevant_(DO)"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","https://w3id.org/winecatalogue#wineries","11"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","https://w3id.org/winecatalogue#hasName","Arabako Txakolina-Txakolí de Álava-Chacolí de Álava DOP"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","http://dbpedia.org/property/year","1995"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.4989"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","https://w3id.org/winecatalogue#wineProduced","73795"
"https://w3id.org/winecatalogue#Arlanza","http://www.w3.org/2003/01/geo/wgs84_pos#long","-3.75889"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","http://dbpedia.org/property/officialName","D.O.P. Valle de la Orotava"
"https://w3id.org/winecatalogue#Somontano","http://www.w3.org/2003/01/geo/wgs84_pos#long","0.126389"
"https://w3id.org/winecatalogue#El_Hierro","https://w3id.org/winecatalogue#wineProduced","1735"
"https://w3id.org/winecatalogue#Priorat","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.1333"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://dbpedia.org/property/officialName","Denominació d'Origen Protegida Conca de Barberà"
"https://w3id.org/winecatalogue#Almansa","http://dbpedia.org/property/year","1966"
"https://w3id.org/winecatalogue#Rías_Baixas","http://dbpedia.org/property/officialName","Rías Baixas"
"https://w3id.org/winecatalogue#Méntrida","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.2"
"https://w3id.org/winecatalogue#Penedès","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Utiel___Requena","http://dbpedia.org/property/officialName","D.O.P. Utiel - Requena"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Tierra_del_Vino_de_Zamora_DO"
"https://w3id.org/winecatalogue#Bullas","http://dbpedia.org/property/officialName","D.O.P. Bullas"
"https://w3id.org/winecatalogue#Málaga","http://dbpedia.org/ontology/wikiPageID","11136064"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","http://dbpedia.org/property/year","1992"
"https://w3id.org/winecatalogue#Alella","http://dbpedia.org/property/year","1953"
"https://w3id.org/winecatalogue#Navarra","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.6833"
"https://w3id.org/winecatalogue#Toro","http://www.w3.org/2003/01/geo/wgs84_pos#long","-5.39111"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Arlanza","http://dbpedia.org/property/year","2007"
"https://w3id.org/winecatalogue#Arribes","http://dbpedia.org/property/year","2005"
"https://w3id.org/winecatalogue#Priorat","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.16389"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","http://dbpedia.org/property/officialName","D.O.P. Tacoronte-Acentejo"
"https://w3id.org/winecatalogue#Mondéjar","http://dbpedia.org/property/officialName","D.O.P. Mondéjar"
"https://w3id.org/winecatalogue#Montilla___Moriles","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Almansa","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.85"
"https://w3id.org/winecatalogue#Getariako_Txakolina_Txakoli_de_Getaria__Chacolí_de_Getaria","http://dbpedia.org/property/year","1990"
"https://w3id.org/winecatalogue#Jumilla","https://w3id.org/winecatalogue#wineries","45"
"https://w3id.org/winecatalogue#Mondéjar","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Mondéjar_(DO)"
"https://w3id.org/winecatalogue#Arribes","http://dbpedia.org/ontology/wikiPageID","18381388"
"https://w3id.org/winecatalogue#Mondéjar","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Valle_de_Güímar","https://w3id.org/winecatalogue#wineProduced","1449"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://dbpedia.org/ontology/wikiPageID","11136064"
"https://w3id.org/winecatalogue#Rías_Baixas","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Rías_Baixas_(DO)"
"https://w3id.org/winecatalogue#Montsant","https://w3id.org/winecatalogue#hasName","Montsant DOP"
"https://w3id.org/winecatalogue#Málaga","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://dbpedia.org/property/year","2003"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","https://w3id.org/winecatalogue#wineProduced","1170"
"https://w3id.org/winecatalogue#Montsant","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://www.w3.org/2003/01/geo/wgs84_pos#long","-6.4"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://dbpedia.org/property/year","1997"
"https://w3id.org/winecatalogue#Méntrida","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Cariñena","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.21667"
"https://w3id.org/winecatalogue#Bullas","https://w3id.org/winecatalogue#hasName","Bullas DOP"
"https://w3id.org/winecatalogue#Utiel___Requena","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Toro","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.5256"
"https://w3id.org/winecatalogue#Valdepeñas","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","https://w3id.org/winecatalogue#wineries","36"
"https://w3id.org/winecatalogue#Méntrida","http://dbpedia.org/property/officialName","D.O.P. Méntrida"
"https://w3id.org/winecatalogue#Condado_de_Huelva","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.65056"
"https://w3id.org/winecatalogue#Uclés","http://dbpedia.org/property/year","2003"
"https://w3id.org/winecatalogue#Valencia","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Toro","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Costers_del_Segre","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.6022"
"https://w3id.org/winecatalogue#Pla_i_Llevant","http://dbpedia.org/property/year","2001"
"https://w3id.org/winecatalogue#Bullas","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Lanzarote","https://w3id.org/winecatalogue#hasName","Lanzarote DOP"
"https://w3id.org/winecatalogue#Costers_del_Segre","http://dbpedia.org/property/officialName","D.O.P. Costers del Segre"
"https://w3id.org/winecatalogue#Abona","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.7206"
"https://w3id.org/winecatalogue#Calatayud","http://dbpedia.org/property/officialName","D.O.P Calatayud"
"https://w3id.org/winecatalogue#Campo_de_Borja","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://dbpedia.org/property/year","1989"
"https://w3id.org/winecatalogue#Penedès","http://dbpedia.org/property/officialName","D.O.P. Penedès"
"https://w3id.org/winecatalogue#Vinos_de_Madrid","http://dbpedia.org/property/officialName","D.O.P. Vinos de Madrid"
"https://w3id.org/winecatalogue#Mondéjar","http://dbpedia.org/property/year","1996"
"https://w3id.org/winecatalogue#La_Mancha","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Calatayud","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","http://dbpedia.org/property/year","2002"
"https://w3id.org/winecatalogue#Calatayud","http://dbpedia.org/ontology/wikiPageID","11171745"
"https://w3id.org/winecatalogue#Bierzo","https://w3id.org/winecatalogue#wineries","70"
"https://w3id.org/winecatalogue#Cariñena","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Bullas","http://www.w3.org/2003/01/geo/wgs84_pos#lat","38.05"
"https://w3id.org/winecatalogue#Arabako_Txakolina_Txakolí_de_Álava_Chacolí_de_Álava","https://w3id.org/winecatalogue#wineProduced","4592"
"https://w3id.org/winecatalogue#Valencia","http://dbpedia.org/ontology/wikiPageID","11975579"
"https://w3id.org/winecatalogue#Méntrida","https://w3id.org/winecatalogue#hasName","Méntrida DOP"
"https://w3id.org/winecatalogue#Cariñena","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.3333"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://dbpedia.org/property/officialName","D.O. Ribera del Guadiana"
"https://w3id.org/winecatalogue#Cigales","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribera_del_Júcar","https://w3id.org/winecatalogue#wineProduced","5426"
"https://w3id.org/winecatalogue#La_Gomera","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Bullas","http://www.w3.org/2003/01/geo/wgs84_pos#long","-1.67"
"https://w3id.org/winecatalogue#La_Gomera","https://w3id.org/winecatalogue#wineProduced","469"
"https://w3id.org/winecatalogue#Rueda","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.4141"
"https://w3id.org/winecatalogue#Catalunya","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Rueda","https://w3id.org/winecatalogue#wineries","68"
"https://w3id.org/winecatalogue#Costers_del_Segre","http://dbpedia.org/ontology/wikiPageID","11784090"
"https://w3id.org/winecatalogue#Rías_Baixas","https://w3id.org/winecatalogue#hasName","Rías Baixas DO"
"https://w3id.org/winecatalogue#Abona","http://dbpedia.org/ontology/wikiPageID","14228657"
"https://w3id.org/winecatalogue#Montsant","http://dbpedia.org/property/year","2002"
"https://w3id.org/winecatalogue#Méntrida","http://dbpedia.org/ontology/wikiPageID","11606932"
"https://w3id.org/winecatalogue#Toro","http://dbpedia.org/property/year","1987"
"https://w3id.org/winecatalogue#Catalunya","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.46667"
"https://w3id.org/winecatalogue#Bierzo","http://www.w3.org/2003/01/geo/wgs84_pos#long","-6.58333"
"https://w3id.org/winecatalogue#Bierzo","http://dbpedia.org/property/officialName","C.R.D.O. Bierzo"
"https://w3id.org/winecatalogue#Pla_de_Bages","https://w3id.org/winecatalogue#wineProduced","3689"
"https://w3id.org/winecatalogue#Conca_de_Barberà","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.3772"
"https://w3id.org/winecatalogue#Lanzarote","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Lanzarote_(DO)"
"https://w3id.org/winecatalogue#La_Mancha","http://www.w3.org/2003/01/geo/wgs84_pos#long","-3.20556"
"https://w3id.org/winecatalogue#Lanzarote","http://dbpedia.org/ontology/wikiPageID","22491479"
"https://w3id.org/winecatalogue#Abona","http://dbpedia.org/property/year","1996"
"https://w3id.org/winecatalogue#Ribeiro","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Alicante","https://w3id.org/winecatalogue#hasName","Alicante DOP"
"https://w3id.org/winecatalogue#Conca_de_Barberà","https://w3id.org/winecatalogue#wineProduced","6172"
"https://w3id.org/winecatalogue#Mondéjar","https://w3id.org/winecatalogue#hasName","Mondéjar DOP"
"https://w3id.org/winecatalogue#Ribeiro","http://dbpedia.org/property/officialName","C.R.D.O. Ribeiro"
"https://w3id.org/winecatalogue#Calatayud","http://dbpedia.org/property/year","1990"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://dbpedia.org/property/officialName","D.O.P. Sierras de Málaga"
"https://w3id.org/winecatalogue#Catalunya","http://dbpedia.org/property/year","2001"
"https://w3id.org/winecatalogue#Granada","http://dbpedia.org/ontology/wikiPageID","42973035"
"https://w3id.org/winecatalogue#Montilla___Moriles","http://dbpedia.org/ontology/wikiPageID","11100686"
"https://w3id.org/winecatalogue#Málaga","http://dbpedia.org/property/officialName","D.O.P. Sierras de Málaga"
"https://w3id.org/winecatalogue#Arlanza","http://dbpedia.org/ontology/wikiPageID","19357314"
"https://w3id.org/winecatalogue#La_Gomera","http://dbpedia.org/property/year","2009"
"https://w3id.org/winecatalogue#Terra_Alta","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.05"
"https://w3id.org/winecatalogue#Pla_i_Llevant","http://dbpedia.org/ontology/wikiPageID","13925041"
"https://w3id.org/winecatalogue#Priorat","http://dbpedia.org/ontology/wikiPageID","11830704"
"https://w3id.org/winecatalogue#Pla_de_Bages","http://www.w3.org/2003/01/geo/wgs84_pos#long","1.83972"
"https://w3id.org/winecatalogue#Navarra","http://dbpedia.org/property/year","1933"
"https://w3id.org/winecatalogue#Penedès","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","https://w3id.org/winecatalogue#hasName","Sierras de Málaga DOP"
"https://w3id.org/winecatalogue#Méntrida","https://w3id.org/winecatalogue#wineProduced","31071"
"https://w3id.org/winecatalogue#Pla_i_Llevant","http://www.w3.org/2003/01/geo/wgs84_pos#long","2.14344"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","https://w3id.org/winecatalogue#hasName","Manzanilla-Sanlúcar de Barrameda DOP"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","https://w3id.org/winecatalogue#wineProduced","2140"
"https://w3id.org/winecatalogue#Toro","http://dbpedia.org/ontology/wikiPageID","11355167"
"https://w3id.org/winecatalogue#Valdepeñas","https://w3id.org/winecatalogue#wineProduced","616017"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://dbpedia.org/property/officialName","D.O.P. Ycoden-Daute-Isora"
"https://w3id.org/winecatalogue#Cigales","http://dbpedia.org/property/year","1991"
"https://w3id.org/winecatalogue#Bullas","http://dbpedia.org/property/year","2007"
"https://w3id.org/winecatalogue#Granada","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Granada_(wine)"
"https://w3id.org/winecatalogue#Somontano","http://dbpedia.org/property/year","1984"
"https://w3id.org/winecatalogue#Manchuela","http://dbpedia.org/property/year","2004"
"https://w3id.org/winecatalogue#Rueda","https://w3id.org/winecatalogue#wineProduced","678889"
"https://w3id.org/winecatalogue#La_Palma","http://dbpedia.org/property/year","1994"
"https://w3id.org/winecatalogue#Montilla___Moriles","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Manzanilla_Sanlúcar_de_Barrameda","http://dbpedia.org/property/officialName","D.O.P. Manzanilla-Sanlúcar de Barrameda"
"https://w3id.org/winecatalogue#Cigales","http://www.w3.org/2003/01/geo/wgs84_pos#lat","41.7667"
"https://w3id.org/winecatalogue#Cigales","https://w3id.org/winecatalogue#hasName","Cigales DOP"
"https://w3id.org/winecatalogue#Lanzarote","http://dbpedia.org/property/officialName","D.O.P. Lanzarote"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Ycoden-Daute-Isora"
"https://w3id.org/winecatalogue#Málaga","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Costers_del_Segre","https://w3id.org/winecatalogue#hasName","Costers del Segre DOP"
"https://w3id.org/winecatalogue#Valencia","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Valencia_(DO)"
"https://w3id.org/winecatalogue#Lanzarote","http://dbpedia.org/property/year","1994"
"https://w3id.org/winecatalogue#Calatayud","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Calatayud_(DO)"
"https://w3id.org/winecatalogue#Priorat","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Priorat_(DOQ)"
"https://w3id.org/winecatalogue#Sierras_de_Málaga","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Catalunya","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Catalunya_(DO)"
"https://w3id.org/winecatalogue#Tacoronte_Acentejo","https://w3id.org/winecatalogue#hasName","Tacoronte-Acentejo DOP"
"https://w3id.org/winecatalogue#Costers_del_Segre","http://dbpedia.org/property/year","1988"
"https://w3id.org/winecatalogue#Navarra","http://dbpedia.org/property/officialName","D.O.P. Navarra"
"https://w3id.org/winecatalogue#Campo_de_Borja","http://dbpedia.org/property/year","1977"
"https://w3id.org/winecatalogue#Ycoden_Daute_Isora","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","http://www.w3.org/2003/01/geo/wgs84_pos#long","-5.75556"
"https://w3id.org/winecatalogue#Montilla___Moriles","http://www.w3.org/2003/01/geo/wgs84_pos#long","-4.6395"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://dbpedia.org/property/year","1996"
"https://w3id.org/winecatalogue#Montsant","https://w3id.org/winecatalogue#wineProduced","45549"
"https://w3id.org/winecatalogue#Jumilla","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Arlanza","https://w3id.org/winecatalogue#wineProduced","1351"
"https://w3id.org/winecatalogue#Méntrida","http://dbpedia.org/property/year","1976"
"https://w3id.org/winecatalogue#El_Hierro","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Priorat","http://dbpedia.org/property/year","2006"
"https://w3id.org/winecatalogue#Penedès","https://w3id.org/winecatalogue#id","http://dbpedia.org/resource/Penedès_(DO)"
"https://w3id.org/winecatalogue#Bierzo","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Valle_de_la_Orotava","http://dbpedia.org/ontology/wikiPageID","22420355"
"https://w3id.org/winecatalogue#Tierra_del_Vino_de_Zamora","http://dbpedia.org/property/year","2007"
"https://w3id.org/winecatalogue#Ribera_del_Guadiana","http://dbpedia.org/property/year","1999"
"https://w3id.org/winecatalogue#Almansa","https://w3id.org/winecatalogue#wineProduced","39841"
"https://w3id.org/winecatalogue#Rías_Baixas","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Bizkaiko_Txakolina_Txakoli_de_Bizkaia_Chacolí_de_Bizkaia","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://dbpedia.org/resource/Category:WineRegion"
"https://w3id.org/winecatalogue#Ribeira_Sacra","http://dbpedia.org/property/officialName","C.R.D.O. Ribeira Sacra"
"https://w3id.org/winecatalogue#Cariñena","http://dbpedia.org/property/year","1932"
"https://w3id.org/winecatalogue#Alicante","http://dbpedia.org/property/officialName","D.O. Alicante"
